"","departamento","anio","proy","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","acr_tecp","acr_tecn","acr_univ","acr_espe","acr_maes","acr_doct","cobertura","gra_tecp","gra_tecn","gra_univ","gra_espe","gra_maes","gra_doct","oficial","privada"
"74","GUAINIA",2013,40203," 11","  0","  3","  1","  3","  4","  6","  0","  0","  6","  0","  4","  2","  2","  2","  2","  0","  0","  0"," 28"," 26","  2"," 28"," 10","  0"," 18"," 12","  0","  0","  1","  0"," 11"," 16"," 13","  2","  1","122"," 63","  0"," 40"," 13","  6","  0","  0","229"," 11","240",0,0,132,0,0,0,0.089,6,81,9,2,0,0,437,6
"75","GUAINIA",2014,40839," 12","  0","  2","  1","  4","  5","  5","  0","  0","  5","  0","  4","  2","  2","  2","  2","  0","  0","  0"," 30"," 29","  1"," 29"," 11","  0"," 18"," 14","  0","  0","  2","  0"," 12"," 17"," 13","  3","  1","124"," 63","  0"," 39"," 15","  7","  0","  0","237"," 13","250",0,0,127,0,0,0,0.103,0,67,5,2,0,0,447,55
"76","GUAVIARE",2010,103307," 33","  0"," 24","  5","  4","  0","  2","  0","  0","  0","  2"," 11","  4","  7","  7","  6","  0","  1","  0"," 53","  0"," 53"," 81"," 44","  1"," 36"," 35","  5","  0","  5","  0"," 25"," 26"," 16","  8","  2","216","116","  0"," 57"," 24"," 15","  0","  4","464"," 17","481",0,0,0,0,0,0,0.128,0,10,81,0,0,0,1.464,0
"77","GUAVIARE",2011,104846," 28","  0"," 18","  6","  4","  0","  2","  0","  0","  0","  2"," 12","  4","  8","  9","  8","  0","  1","  0"," 60","  0"," 60"," 90"," 50","  1"," 39"," 38","  5","  1","  5","  0"," 27"," 27"," 17","  8","  2","229","126","  0"," 56"," 25"," 17","  0","  5","495"," 21","516",0,0,0,0,0,0,0.117,2,88,6,2,0,0,1.367,0
"78","GUAVIARE",2012,106386," 33","  0"," 24","  5","  4","  0","  2","  0","  0","  0","  2"," 12","  4","  8","  8","  7","  0","  1","  0"," 68","  0"," 68"," 95"," 49","  1"," 45"," 38","  5","  1","  5","  0"," 27"," 32"," 21","  9","  2","251","138","  0"," 63"," 28"," 16","  1","  5","539"," 22","561",0,0,97,0,0,0,0.147,3,121,17,3,0,0,1.732,27
"79","GUAVIARE",2013,107934," 36","  0"," 26","  6","  4","  0","  2","  0","  0","  0","  2"," 12","  4","  8","  9","  7","  0","  1","  1"," 71","  0"," 71","101"," 51","  1"," 49"," 41","  5","  1","  6","  0"," 29"," 35"," 23"," 10","  2","276","157","  0"," 68"," 30"," 15","  1","  5","583"," 25","608",0,0,80,0,0,0,0.171,0,242,25,17,0,0,1.981,60
"80","GUAVIARE",2014,109490," 37","  0"," 28","  5","  4","  0","  2","  0","  0","  0","  2"," 12","  4","  8"," 10","  8","  0","  1","  1"," 86","  0"," 86","109"," 55","  1"," 53"," 42","  6","  1","  6","  0"," 29"," 36"," 23"," 11","  2","297","171","  0"," 71"," 33"," 16","  1","  5","631"," 28","659",0,0,89,0,0,0,0.151,0,147,12,22,0,0,1.771,53
"81","HUILA",2010,1083189,"1477"," 606"," 571"," 217","  16","  67","1794","   0","1745","   1","  48"," 376"," 167"," 209"," 359"," 262","  33","  33","  31","1368"," 317","1051"," 942"," 481","  84"," 377"," 769"," 496","   2","   7","  67"," 197"," 825"," 214"," 288"," 323","1591"," 597","  88"," 412"," 213"," 114"," 117","  50","9501"," 303","9804",0,0,4.014,0,32,0,0.258,134,160,1.561,445,0,0,19.836,8.663
"82","HUILA",2011,1097584," 1707","  778","  615","  226","   18","   70"," 2379","    0"," 2319","    1","   59","  413","  177","  236","  447","  347","   36","   34","   30"," 1691","  467"," 1224"," 1055","  552","   89","  414","  930","  639","    1","    9","   77","  204","  892","  231","  308","  353"," 1712","  628","  100","  452","  234","  123","  122","   53","11226","  368","11594",0,0,4.252,0,26,0,0.271,172,1.284,2.137,666,31,0,20.69,9.89
"83","HUILA",2012,1111947," 1462","  583","  582","  206","   21","   70"," 2160","    0"," 2073","   15","   72","  458","  199","  259","  435","  331","   36","   36","   32"," 2152","  656"," 1496"," 1137","  566","  103","  468","  962","  649","    0","    9","   81","  223","  979","  264","  327","  388"," 1913","  707","  110","  515","  269","  129","  126","   57","11658","  388","12046",0,0,5.998,0,29,0,0.29,137,1.51,2.347,661,35,0,22.03,11.05
"84","HUILA",2013,1126316," 1569","  738","  533","  205","   22","   71"," 1987","    0"," 1902","    8","   77","  490","  218","  272","  438","  332","   34","   38","   34"," 2390","  714"," 1676"," 1241","  609","  111","  521"," 1429"," 1078","    0","   10","   98","  243"," 1051","  289","  346","  416"," 2092","  782","  118","  562","  300","  133","  136","   61","12687","  273","12960",0,1,6.113,66,0,0,0.304,151,1.549,2.723,443,30,0,24.214,10.995
"85","HUILA",2014,1140539," 1868","  857","  588","  308","   23","   92"," 1675","    0"," 1590","    4","   81","  517","  234","  283","  489","  383","   30","   40","   36"," 2685","  790"," 1895"," 1361","  666","  122","  573"," 1635"," 1267","    0","   10","  101","  257"," 1167","  315","  365","  487"," 2261","  855","  125","  599","  334","  136","  147","   65","13658","  452","14110",0,0,5.073,130,0,0,0.308,122,1.829,2.472,548,24,0,24.224,11.683
"86","MAGDALENA",2010,1201501,"1154","  51"," 602"," 463","  27","  11","  24","   0","   0","   0","  24"," 445"," 295"," 150"," 257"," 169","  30","  30","  28"," 613"," 438"," 175","1083"," 483","  56"," 544"," 796"," 475","   5","  45","  97"," 174"," 774"," 222"," 295"," 257","1776"," 558"," 119"," 523"," 375"," 155","   4","  42","6922"," 538","7460",0,0,510,212,0,0,0.205,287,110,2.026,541,11,0,18.3,5.611
"87","MAGDALENA",2011,1212559,"1239","  79"," 633"," 483","  31","  13","  28","   0","   0","   0","  28"," 458"," 282"," 176"," 281"," 181","  35","  34","  31"," 692"," 491"," 201","1201"," 549","  60"," 592"," 617"," 272","   4","  48"," 109"," 184"," 837"," 244"," 314"," 279","1976"," 642"," 123"," 578"," 421"," 163","   4","  45","7329"," 588","7917",0,0,663,198,0,0,0.266,318,1.067,2.332,533,20,0,23.921,7.778
"88","MAGDALENA",2012,1223875,"1299","  58"," 639"," 549","  38","  15","  35","   0","   1","   0","  34"," 464"," 288"," 176"," 301"," 196","  39","  35","  31"," 947"," 685"," 262","1294"," 556","  70"," 668"," 651"," 272","   3","  54"," 112"," 210"," 896"," 268"," 334"," 294","2132"," 671"," 134"," 632"," 473"," 168","   5","  49","8019"," 542","8561",0,0,2.237,122,0,0,0.289,398,1.362,3.154,614,25,0,26.926,7.739
"89","MAGDALENA",2013,1235532,"1232","  72"," 623"," 483","  40","  14","  39","   0","   0","   0","  39"," 481"," 298"," 183"," 318"," 208","  41","  36","  33","1133"," 895"," 238","1417"," 610","  76"," 731"," 701"," 299","   3","  65"," 112"," 222"," 975"," 296"," 355"," 324","2460"," 817"," 149"," 729"," 524"," 184","   5","  52","8756"," 543","9299",0,0,2.517,201,0,0,0.304,449,1.429,3.281,771,48,0,28.42,8.641
"90","MAGDALENA",2014,1247514,"1351","  82"," 623"," 579","  45","  22","  33","   0","   0","   0","  33"," 515"," 334"," 181"," 328"," 222","  42","  33","  31"," 794"," 572"," 222","1552"," 670","  85"," 797"," 751"," 328","   4","  69"," 114"," 236","1018"," 320"," 375"," 323","2632"," 837"," 163"," 790"," 587"," 194","   5","  56","8974"," 533","9507",0,0,2.749,205,8,0,0.296,507,1.511,3.169,667,43,0,27.968,9.038
"91","META",2010,870921," 1808","   10"," 1110","  654","    8","   26","13228","    0","13183","    0","   45","  634","  371","  263","  247","  153","   45","   25","   24"," 1512","  303"," 1209"," 1057","  651","   89","  317","  836","  394","    5","   21","  168","  248"," 1046","  234","  390","  422"," 1694","  880","  104","  294","  214","  117","   52","   33","22062","  427","22489",0,32,1.753,0,0,0,0.244,733,202,1.659,399,7,0,12.323,8.92
"92","META",2011,888802," 2122","   13"," 1399","  675","    8","   27","23837","    0","23781","    0","   56","  639","  359","  280","  279","  180","   48","   27","   24"," 1935","  372"," 1563"," 1183","  739","   94","  350","  865","  378","    5","   24","  194","  264"," 1145","  272","  420","  453"," 1841","  954","  108","  319","  242","  130","   53","   35","33846","  506","34352",0,27,1.745,0,0,0,0.285,69,1.127,1.691,599,7,0,13.872,11.61
"93","META",2012,906805," 2190","   11"," 1370","  772","    8","   29","26494","    0","26436","    0","   58","  778","  400","  378","  324","  219","   52","   29","   24"," 2104","  501"," 1603"," 1259","  755","  108","  396","  889","  372","    4","   26","  225","  262"," 1283","  322","  451","  510"," 2048"," 1045","  120","  371","  285","  133","   56","   38","37369","  544","37913",0,17,2.485,48,0,0,0.303,714,992,2.114,661,2,0,13.21,13.827
"94","META",2013,924871," 2268","   14"," 1394","  823","    9","   28","28428","    0","28358","    0","   70","  707","  359","  348","  341","  233","   52","   31","   25"," 2628","  916"," 1712"," 1384","  829","  116","  439","  953","  398","    3","   30","  233","  289"," 1369","  351","  479","  539"," 2293"," 1188","  136","  412","  322","  133","   61","   41","40371","  583","40954",199,32,3.705,114,37,0,0.336,269,1.13,2.516,626,3,0,13.266,16.84
"95","META",2014,943072," 2089","   15"," 1543","  486","   10","   35","23751","    0","23680","    0","   71","  729","  382","  347","  360","  250","   49","   33","   28"," 2609","  873"," 1736"," 1512","  896","  129","  487"," 1056","  474","    4","   34","  232","  312"," 1499","  373","  509","  617"," 2526"," 1310","  147","  448","  372","  140","   65","   44","36131","  653","36784",397,125,4.823,111,82,0,0.34,308,1.146,2.531,610,15,0,12.285,17.977
"96","NARIÑO",2010,1639560,"1171"," 158"," 562"," 298","  78","  75","  84","   0","  40","  12","  32"," 415"," 114"," 301"," 169"," 132","   0","  19","  18"," 655"," 401"," 254","1522"," 856","  88"," 578"," 545"," 248","   0","  15","  22"," 260"," 889"," 247"," 386"," 256","2241"," 867","  96"," 644"," 417"," 157","  17","  43","7691"," 396","8087",0,0,3.26,56,20,0,0.182,71,485,2.471,493,85,3,16.82,11.39
"97","NARIÑO",2011,1660062,"1322"," 197"," 656"," 312","  82","  75"," 104","   0","  55","  12","  37"," 451"," 124"," 327"," 181"," 142","   0","  20","  19"," 782"," 490"," 292","1701"," 982","  89"," 630"," 562"," 246","   0","  17","  25"," 274"," 957"," 267"," 411"," 279","2465"," 966","  95"," 726"," 443"," 173","  16","  46","8525"," 482","9007",0,0,4.526,14,0,0,0.214,88,977,2.463,570,41,0,19.294,15.074
"98","NARIÑO",2012,1680795,"1398"," 146"," 740"," 338","  93","  81"," 221","   0","  59"," 124","  38"," 483"," 133"," 350"," 179"," 139","   0","  20","  20"," 882"," 516"," 366","1792"," 980","  99"," 713"," 577"," 240","   0","  15","  22"," 300","1037"," 301"," 436"," 300","2741","1054"," 105"," 820"," 515"," 181","  16","  50","9310"," 497","9807",0,0,5.654,66,0,0,0.222,75,1.063,2.911,591,86,2,19.806,15.787
"99","NARIÑO",2013,1701782," 1480","  187","  769","  342","  102","   80","  174","    0","    3","  126","   45","  508","  137","  371","  177","  136","    0","   21","   20"," 1171","  681","  490"," 1956"," 1055","  108","  793","  621","  259","    0","   17","   26","  319"," 1107","  330","  457","  320"," 3023"," 1171","  117","  894","  569","  200","   19","   53","10217","  497","10714",103,131,4.673,49,73,0,0.228,50,1.625,3.438,606,99,0,18.924,18.111
"100","NARIÑO",2014,1722945," 1556","  216","  777","  366","  103","   94","  237","    0","   18","  169","   50","  517","  145","  372","  182","  143","    1","   20","   18"," 1309","  822","  487"," 2123"," 1136","  118","  869","  667","  284","    0","   21","   28","  334"," 1203","  360","  484","  359"," 3266"," 1282","  127","  953","  621","  206","   20","   57","11060","  552","11612",121,156,5.156,248,188,0,0.236,88,1.792,3.211,835,181,7,19.616,19.451
"101","NORTE DE SANTANDER",2010,1297951,"1091"," 109"," 751"," 208","  19","   4"," 386"," 243"," 120","   0","  23"," 666"," 138"," 528"," 387"," 285","  16","  44","  42"," 743"," 580"," 163","1154"," 621","  64"," 469"," 826"," 386","   0","  29","  33"," 378","1415"," 341"," 753"," 321","2208"," 784"," 140"," 521"," 371"," 329","  22","  41","8876"," 484","9360",0,0,1.724,0,0,0,0.427,7,774,3.897,1.664,44,0,46.997,6.984
"102","NORTE DE SANTANDER",2011,1309265," 1163","  124","  797","  221","   17","    4","  439","  248","  167","    0","   24","  728","  152","  576","  383","  277","   17","   47","   42","  776","  573","  203"," 1282","  702","   69","  511","  858","  396","    0","   30","   35","  397"," 1525","  366","  808","  351"," 2341","  834","  146","  544","  399","  352","   23","   43"," 9495","  591","10086",0,0,1.167,0,0,0,0.463,45,1.962,5.686,1.101,44,0,49.628,9.869
"103","NORTE DE SANTANDER",2012,1320777," 1064","   89","  731","  221","   19","    4","  548","  294","  232","    0","   22","  792","  154","  638","  434","  321","   22","   48","   43","  690","  478","  212"," 1346","  689","   82","  575","  859","  391","    0","   33","   38","  397"," 1633","  402","  862","  369"," 2552","  877","  162","  620","  443","  380","   24","   46"," 9918","  619","10537",0,0,1.24,73,0,0,0.419,34,2.007,8.297,939,65,0,47.539,7.032
"104","NORTE DE SANTANDER",2013,1332378," 1150","  108","  779","  240","   19","    4","  330","  183","  115","    0","   32","  818","  159","  659","  475","  363","   21","   48","   43"," 1150","  809","  341"," 1434","  711","   87","  636","  927","  420","    0","   34","   42","  431"," 1743","  434","  920","  389"," 2817","  982","  178","  671","  499","  413","   25","   49","10844","  630","11474",0,11,3.372,130,0,0,0.456,171,2.295,9.266,993,96,0,47.509,13.212
"105","NORTE DE SANTANDER",2014,1344038," 1251","  114","  871","  240","   21","    5","  374","  208","  130","    0","   36","  804","  152","  652","  486","  367","   18","   52","   49"," 1336"," 1025","  311"," 1539","  748","   97","  694"," 1009","  466","    0","   44","   46","  453"," 1853","  465","  981","  407"," 3054"," 1066","  196","  708","  575","  430","   27","   52","11706","  717","12423",0,9,2.724,196,50,0,0.477,126,2.307,6.858,899,100,0,51.929,12.699
"106","PUTUMAYO",2010,326093," 107","   0","  57","  26","  20","   4","1422","   0","1419","   1","   2","  41","   7","  34","  21","  18","   0","   2","   1","  42","   0","  42"," 183","  66","   7"," 110"," 106","  12","   3","   6","   2","  83"," 116","  48","  38","  30"," 583"," 279","  19"," 168","  85","  24","   0","   8","2621","  61","2682",0,0,0,0,0,0,0.115,0,93,59,73,0,0,3.852,57
