CATEGORÍA DE DEPARTAMENTO,CATEGORÍA DE MUNICIPIO,REGIÓN,CÓDIGO DANE DEL DEPARTAMENTO,DEPARTAMENTO,CÓDIGO DANE DEL MUNICIPIO,MUNICIPIO,PRODUCTO O SERVICIO QUE ENTREGA EL PROGRAMA,META 2015 - 2018,AVANCE 2015 - 2018
4,6,Región Centro Sur,91,Amazonas,91798,Tarapacá (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91669,Puerto Santander (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91540,Puerto Nariño,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91536,Puerto Arica (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91530,Puerto Alegría (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91460,Miriti - Paraná (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91430,La Victoria (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91407,La Pedrera (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91405,La Chorrera (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91263,El Encanto (ANM),ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Centro Sur,91,Amazonas,91001,Leticia,ZONAS WIFI GRATIS PARA LA GENTE,,
4,5,Región Centro Sur,91,Amazonas,91000,,ZONAS WIFI GRATIS PARA LA GENTE,,
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5895,Zaragoza,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5893,Yondó,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5890,Yolombó,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5887,Yarumal,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5885,Yalí,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5873,Vigía del Fuerte,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5861,Venecia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5858,Vegachí,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5856,Valparaíso,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5854,Valdivia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5847,Urrao,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5842,Uramita,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5837,Turbo,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5819,Toledo,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5809,Titiribí,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5792,Tarso,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5790,Tarazá,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5789,Támesis,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5761,Sopetrán,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5756,Sonson,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5736,Segovia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5697,El Santuario,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5690,Santo Domingo,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5686,Santa Rosa de Osos,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5679,Santa Bárbara,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5674,San Vicente,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5670,San Roque,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5667,San Rafael,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5665,San Pedro de Uraba,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5664,San Pedro,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5660,San Luis,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5659,San Juan de Urabá,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5658,San José de La Montaña,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5656,San Jerónimo,ZONAS WIFI GRATIS PARA LA GENTE,2,2
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5652,San Francisco,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5649,San Carlos,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5647,San Andrés de Cuerquía,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5642,Salgar,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,1,Region Eje Cafetero - Antioquia,5,Antioquia,5631,Sabaneta,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5628,Sabanalarga,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,1,Region Eje Cafetero - Antioquia,5,Antioquia,5615,Rionegro,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,4,Region Eje Cafetero - Antioquia,5,Antioquia,5607,Retiro,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5604,Remedios,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5591,Puerto Triunfo,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5585,Puerto Nare,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5579,Puerto Berrío,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5576,Pueblorrico,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5543,Peque,ZONAS WIFI GRATIS PARA LA GENTE,2,2
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5541,Peñol,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5501,Olaya,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5495,Nechí,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5490,Necoclí,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5483,Nariño,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5480,Mutatá,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5475,Murindó,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5467,Montebello,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5440,Marinilla,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5425,Maceo,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5411,Liborina,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5400,La Unión,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5390,La Pintada,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,3,Region Eje Cafetero - Antioquia,5,Antioquia,5380,La Estrella,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5376,La Ceja,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5368,Jericó,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5364,Jardín,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5361,Ituango,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,1,Region Eje Cafetero - Antioquia,5,Antioquia,5360,Itagui,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5353,Hispania,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5347,Heliconia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5321,Guatapé,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,4,Region Eje Cafetero - Antioquia,5,Antioquia,5318,Guarne,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5315,Guadalupe,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5313,Granada,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5310,Gómez Plata,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,3,Region Eje Cafetero - Antioquia,5,Antioquia,5308,Girardota,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5306,Giraldo,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5284,Frontino,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5282,Fredonia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,1,Region Eje Cafetero - Antioquia,5,Antioquia,5266,Envigado,ZONAS WIFI GRATIS PARA LA GENTE,2,2
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5264,Entrerrios,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5250,El Bagre,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5240,Ebéjico,ZONAS WIFI GRATIS PARA LA GENTE,2,2
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5237,Don Matías,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5234,Dabeiba,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,2,Region Eje Cafetero - Antioquia,5,Antioquia,5212,Copacabana,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5209,Concordia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5206,Concepción,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5197,Cocorná,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5190,Cisneros,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5172,Chigorodó,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5154,Caucasia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5150,Carolina,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5148,El Carmen de Viboral,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5147,Carepa,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5145,Caramanta,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5142,Caracolí,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5138,Cañasgordas,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5134,Campamento,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,4,Region Eje Cafetero - Antioquia,5,Antioquia,5129,Caldas,ZONAS WIFI GRATIS PARA LA GENTE,2,2
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5125,Caicedo,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5120,Cáceres,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5113,Buriticá,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5107,Briceño,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5101,Ciudad Bolívar,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5093,Betulia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5091,Betania,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,1,Region Eje Cafetero - Antioquia,5,Antioquia,5088,Bello,ZONAS WIFI GRATIS PARA LA GENTE,15,15
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5086,Belmira,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5079,Barbosa,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5059,Armenia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5055,Argelia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5051,Arboletes,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,3,Region Eje Cafetero - Antioquia,5,Antioquia,5045,Apartadó,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5044,Anza,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,5,Region Eje Cafetero - Antioquia,5,Antioquia,5042,Santafé de Antioquia,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5040,Anorí,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5038,Angostura,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5036,Angelópolis,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5034,Andes,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5031,Amalfi,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5030,Amagá,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5021,Alejandría,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5004,Abriaquí,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,6,Region Eje Cafetero - Antioquia,5,Antioquia,5002,Abejorral,ZONAS WIFI GRATIS PARA LA GENTE,1,1
ESP,ESP,Region Eje Cafetero - Antioquia,5,Antioquia,5001,Medellín,ZONAS WIFI GRATIS PARA LA GENTE,5,5
ESP,ESP,Region Eje Cafetero - Antioquia,5,Antioquia,5000,,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,81,Arauca,81794,Tame,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,81,Arauca,81736,Saravena,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,81,Arauca,81591,Puerto Rondón,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,81,Arauca,81300,Fortul,ZONAS WIFI GRATIS PARA LA GENTE,4,1
4,6,Región Llano,81,Arauca,81220,Cravo Norte,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Llano,81,Arauca,81065,Arauquita,ZONAS WIFI GRATIS PARA LA GENTE,,
4,4,Región Llano,81,Arauca,81001,Arauca,ZONAS WIFI GRATIS PARA LA GENTE,4,
4,5,Región Llano,81,Arauca,81000,,ZONAS WIFI GRATIS PARA LA GENTE,,
4,5,Región Caribe,88,"Archipiélago de 'San Andrés, Providecia y Santa Catalina",88564,Providencia,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Caribe,88,"Archipiélago de 'San Andrés, Providecia y Santa Catalina",88001,San Andrés,ZONAS WIFI GRATIS PARA LA GENTE,,
4,6,Región Caribe,88,"Archipiélago de 'San Andrés, Providecia y Santa Catalina",88000,,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Caribe,8,Atlántico,8849,Usiacurí,ZONAS WIFI GRATIS PARA LA GENTE,2,1
1,6,Región Caribe,8,Atlántico,8832,Tubará,ZONAS WIFI GRATIS PARA LA GENTE,4,
1,6,Región Caribe,8,Atlántico,8770,Suan,ZONAS WIFI GRATIS PARA LA GENTE,2,1
1,2,Región Caribe,8,Atlántico,8758,Soledad,ZONAS WIFI GRATIS PARA LA GENTE,9,9
1,6,Región Caribe,8,Atlántico,8685,Santo Tomás,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Caribe,8,Atlántico,8675,Santa Lucía,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Caribe,8,Atlántico,8638,Sabanalarga,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Caribe,8,Atlántico,8634,Sabanagrande,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Caribe,8,Atlántico,8606,Repelón,ZONAS WIFI GRATIS PARA LA GENTE,,
1,4,Región Caribe,8,Atlántico,8573,Puerto Colombia,ZONAS WIFI GRATIS PARA LA GENTE,3,1
1,6,Región Caribe,8,Atlántico,8560,Ponedera,ZONAS WIFI GRATIS PARA LA GENTE,,
1,6,Región Caribe,8,Atlántico,8558,Polonuevo,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,6,Región Caribe,8,Atlántico,8549,Piojó,ZONAS WIFI GRATIS PARA LA GENTE,2,
1,6,Región Caribe,8,Atlántico,8520,Palmar de Varela,ZONAS WIFI GRATIS PARA LA GENTE,1,1
1,6,Región Caribe,8,Atlántico,8436,Manatí,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,4,Región Caribe,8,Atlántico,8433,Malambo,ZONAS WIFI GRATIS PARA LA GENTE,4,1
1,6,Región Caribe,8,Atlántico,8421,Luruaco,ZONAS WIFI GRATIS PARA LA GENTE,2,1
1,6,Región Caribe,8,Atlántico,8372,Juan de Acosta,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,5,Región Caribe,8,Atlántico,8296,Galapa,ZONAS WIFI GRATIS PARA LA GENTE,2,
1,6,Región Caribe,8,Atlántico,8141,Candelaria,ZONAS WIFI GRATIS PARA LA GENTE,1,
1,6,Región Caribe,8,Atlántico,8137,Campo de La Cruz,ZONAS WIFI GRATIS PARA LA GENTE,2,
1,6,Región Caribe,8,Atlántico,8078,Baranoa,ZONAS WIFI GRATIS PARA LA GENTE,2,
1,ESP,Región Caribe,8,Atlántico,8001,Barranquilla,ZONAS WIFI GRATIS PARA LA GENTE,104,18
1,6,Región Caribe,8,Atlántico,8000,,ZONAS WIFI GRATIS PARA LA GENTE,,
1,ESP,Región Centro Oriente,11,"Bogotá, D.C.",11001,"Bogotá, D.C.",ZONAS WIFI GRATIS PARA LA GENTE,57,15
2,6,Región Caribe,13,Bolívar,13894,Zambrano,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13873,Villanueva,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13838,Turbaná,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13836,Turbaco,ZONAS WIFI GRATIS PARA LA GENTE,5,
2,6,Región Caribe,13,Bolívar,13810,Tiquisio,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13780,Talaigua Nuevo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13760,Soplaviento,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13744,Simití,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13688,Santa Rosa del Sur,ZONAS WIFI GRATIS PARA LA GENTE,2,
2,6,Región Caribe,13,Bolívar,13683,Santa Rosa,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13673,Santa Catalina,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13670,San Pablo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13667,San Martín de Loba,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13657,San Juan Nepomuceno,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13655,San Jacinto del Cauca,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13654,San Jacinto,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13650,San Fernando,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13647,San Estanislao,ZONAS WIFI GRATIS PARA LA GENTE,3,
2,6,Región Caribe,13,Bolívar,13620,San Cristóbal,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13600,Río Viejo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13580,Regidor,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13549,Pinillos,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13490,Norosí,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13473,Morales,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13468,Mompós,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13458,Montecristo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13442,María La Baja,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13440,Margarita,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13433,Mahates,ZONAS WIFI GRATIS PARA LA GENTE,3,
2,6,Región Caribe,13,Bolívar,13430,Magangué,ZONAS WIFI GRATIS PARA LA GENTE,4,1
2,6,Región Caribe,13,Bolívar,13300,Hatillo de Loba,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13268,El Peñón,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Caribe,13,Bolívar,13248,El Guamo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13244,El Carmen de Bolívar,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13222,Clemencia,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13212,Córdoba,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13188,Cicuco,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13160,Cantagallo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13140,Calamar,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13074,Barranco de Loba,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13062,Arroyohondo,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13052,Arjona,ZONAS WIFI GRATIS PARA LA GENTE,1,
2,6,Región Caribe,13,Bolívar,13042,Arenal,ZONAS WIFI GRATIS PARA LA GENTE,,
2,6,Región Caribe,13,Bolívar,13030,Altos del Rosario,ZONAS WIFI GRATIS PARA LA GENTE,,
